id,segment,locale_style,user_message,ideal_bot_response,slots_json
JY03613,studio_locations_hours,medium_sg,Do you have outlet in the north ah,"Absolutely. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03614,studio_locations_hours,medium_sg,How many studios do you have in Singapore ah,"Of course. We currently have 5 studios in Singapore: Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03615,studio_locations_hours,medium_sg,Need address for Woodlands leh,"Thanks for reaching out. Woodlands studio is at 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03616,studio_locations_hours,medium_sg,Need your studio locations pls ya,"Sure, happy to help. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03617,studio_locations_hours,medium_sg,Do you have outlet in the north leh,"Absolutely. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03618,studio_locations_hours,medium_sg,Need your studio locations in Singapore ah,"Thanks for reaching out. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03619,studio_locations_hours,medium_sg,Do you have a studio in Woodlands or Katong ah,"Absolutely. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03620,studio_locations_hours,medium_sg,What are your locations and operating hours pls leh,"Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03621,studio_locations_hours,medium_sg,Upper Bukit Timah outlet operating hours pls ya,"Happy to help. Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03622,studio_locations_hours,medium_sg,Any outlet near Bukit Timah leh,"No worries. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03623,studio_locations_hours,medium_sg,Need your studio locations can or not,"Happy to help. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03624,studio_locations_hours,medium_sg,Any studio in the west side leh,"Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03625,studio_locations_hours,medium_sg,What time does Alexandra open leh,"No worries. Alexandra studio is at 456 Alexandra Rd, #02-03, Singapore 119962. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03626,studio_locations_hours,medium_sg,Can send me all studio addresses for all outlets can or not,"No worries. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03627,studio_locations_hours,medium_sg,Can send me all studio addresses can or not,"Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03628,studio_locations_hours,medium_sg,Do you have a studio in Woodlands or Katong leh,"Of course. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03629,studio_locations_hours,medium_sg,Need address for Upper Bukit Timah ya,"Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03630,studio_locations_hours,medium_sg,Which outlet is near the east ya,"Of course. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03631,studio_locations_hours,medium_sg,What time does Upper Bukit Timah open can or not,"Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03632,studio_locations_hours,medium_sg,Do you have a studio in Woodlands or Katong ya,"Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03633,studio_locations_hours,medium_sg,Which outlet is near the east can or not,"Happy to help. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03634,studio_locations_hours,medium_sg,Where are your studios located ah,"Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03635,studio_locations_hours,medium_sg,Need your studio locations pls leh,"Thanks for reaching out. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03636,studio_locations_hours,medium_sg,Any outlet near Bukit Timah can or not,"Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03637,studio_locations_hours,medium_sg,What are your locations and operating hours in Singapore ah,"Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03638,studio_locations_hours,medium_sg,Need your studio locations pls ah,"Happy to help. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03639,studio_locations_hours,medium_sg,Can send me all studio addresses ah,"Sure, happy to help. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03640,studio_locations_hours,medium_sg,Where is the Kovan studio leh,"Thanks for reaching out. Kovan studio is at 1F Yio Chu Kang Rd, Singapore 545512. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03641,studio_locations_hours,medium_sg,Need address for Alexandra leh,"Thanks for reaching out. Alexandra studio is at 456 Alexandra Rd, #02-03, Singapore 119962. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03642,studio_locations_hours,medium_sg,Any studio in the west side can or not,"Absolutely. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03643,studio_locations_hours,light_sg,Kovan outlet operating hours pls,"Absolutely. Kovan studio is at 1F Yio Chu Kang Rd, Singapore 545512. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03644,studio_locations_hours,medium_sg,Can send me all studio addresses ya,"Absolutely. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03645,studio_locations_hours,medium_sg,Where is the Alexandra studio leh,"Sure, happy to help. Alexandra studio is at 456 Alexandra Rd, #02-03, Singapore 119962. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03646,studio_locations_hours,medium_sg,Kovan outlet operating hours pls can or not,"Kovan studio is at 1F Yio Chu Kang Rd, Singapore 545512. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03647,studio_locations_hours,medium_sg,Need your studio locations and opening hours ah,"Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03648,studio_locations_hours,medium_sg,Can send me all studio addresses in Singapore leh,"Of course. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03649,studio_locations_hours,medium_sg,What time does Alexandra open can or not,"Sure, happy to help. Alexandra studio is at 456 Alexandra Rd, #02-03, Singapore 119962. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03650,studio_locations_hours,medium_sg,Need your studio locations for all outlets leh,"Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03651,studio_locations_hours,medium_sg,How many Jal Yoga studios are there leh,"Thanks for reaching out. We currently have 5 studios in Singapore: Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03652,studio_locations_hours,medium_sg,Need address for Katong ya,"Of course. Katong studio is at 131 E Coast Rd, #03-01, Singapore 428816. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03653,studio_locations_hours,medium_sg,Any studio in the west side ya,"Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03654,studio_locations_hours,medium_sg,Where are your studios located leh,"Absolutely. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03655,studio_locations_hours,medium_sg,Need your studio locations in Singapore ya,"Thanks for reaching out. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03656,studio_locations_hours,medium_sg,Do you have many outlets can or not,"We currently have 5 studios in Singapore: Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03657,studio_locations_hours,medium_sg,Can send me the location for Woodlands ah,"Sure, happy to help. Woodlands studio is at 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03658,studio_locations_hours,medium_sg,Any outlet near Bukit Timah ah,"No worries. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03659,studio_locations_hours,medium_sg,Kovan outlet operating hours pls ya,"No worries. Kovan studio is at 1F Yio Chu Kang Rd, Singapore 545512. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03660,studio_locations_hours,medium_sg,How many studios do you have in Singapore ya,"We currently have 5 studios in Singapore: Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03661,studio_locations_hours,medium_sg,Can send me all studio addresses and opening hours leh,"No worries. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03662,studio_locations_hours,medium_sg,What time does Katong open ya,"Absolutely. Katong studio is at 131 E Coast Rd, #03-01, Singapore 428816. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03663,studio_locations_hours,medium_sg,Do you have many outlets leh,"No worries. We currently have 5 studios in Singapore: Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03664,studio_locations_hours,medium_sg,Need address for Upper Bukit Timah ah,"Thanks for reaching out. Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03665,studio_locations_hours,medium_sg,What are your locations and operating hours for all outlets can or not,"Absolutely. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03666,studio_locations_hours,medium_sg,Need address for Katong can or not,"Sure, happy to help. Katong studio is at 131 E Coast Rd, #03-01, Singapore 428816. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03667,studio_locations_hours,medium_sg,Where is the Kovan studio can or not,"Kovan studio is at 1F Yio Chu Kang Rd, Singapore 545512. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03668,studio_locations_hours,medium_sg,Can send me all studio addresses for all outlets leh,"Thanks for reaching out. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03669,studio_locations_hours,medium_sg,Where is the Alexandra studio ya,"Alexandra studio is at 456 Alexandra Rd, #02-03, Singapore 119962. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03670,studio_locations_hours,medium_sg,What time does Woodlands open ya,"No worries. Woodlands studio is at 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03671,studio_locations_hours,medium_sg,Can send me the location for Katong ah,"Happy to help. Katong studio is at 131 E Coast Rd, #03-01, Singapore 428816. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03672,studio_locations_hours,medium_sg,Do you have outlet in the north ya,"Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03673,studio_locations_hours,medium_sg,Need your studio locations leh,"Of course. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03674,studio_locations_hours,medium_sg,Any outlet near Bukit Timah ya,"Of course. Our Singapore studios are Alexandra, Katong, Kovan, Upper Bukit Timah, and Woodlands. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03675,studio_locations_hours,medium_sg,Can send me all studio addresses pls can or not,"Thanks for reaching out. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03676,studio_locations_hours,medium_sg,What are your locations and operating hours and opening hours leh,"Thanks for reaching out. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03677,studio_locations_hours,medium_sg,Where are your studios located can or not,"Of course. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03678,studio_locations_hours,medium_sg,What time does Katong open can or not,"Of course. Katong studio is at 131 E Coast Rd, #03-01, Singapore 428816. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03679,studio_locations_hours,medium_sg,What are your locations and operating hours for all outlets leh,"No worries. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03680,studio_locations_hours,medium_sg,Need your studio locations for all outlets ya,"Sure, happy to help. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03681,studio_locations_hours,medium_sg,Can send me the location for Upper Bukit Timah leh,"Absolutely. Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03682,studio_locations_hours,medium_sg,What time does Upper Bukit Timah open ah,"Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03683,studio_locations_hours,medium_sg,Where are your studios located pls leh,"Happy to help. Here are our studio locations:
- Alexandra: 456 Alexandra Rd, #02-03, Singapore 119962
- Katong: 131 E Coast Rd, #03-01, Singapore 428816
- Kovan: 1F Yio Chu Kang Rd, Singapore 545512
- Upper Bukit Timah: 816 Upper Bukit Timah Road, Singapore 678149
- Woodlands: 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713
Operating hours: Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03684,studio_locations_hours,medium_sg,Need address for Kovan ah,"Thanks for reaching out. Kovan studio is at 1F Yio Chu Kang Rd, Singapore 545512. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03685,studio_locations_hours,medium_sg,Can send me the location for Upper Bukit Timah ya,"Thanks for reaching out. Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03686,studio_locations_hours,medium_sg,What time does Woodlands open can or not,"Woodlands studio is at 8 Woodlands Sq, #04-12/13 Wood Square, Solo 2, Singapore 737713. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03687,studio_locations_hours,medium_sg,Need address for Upper Bukit Timah leh,"No worries. Upper Bukit Timah studio is at 816 Upper Bukit Timah Road, Singapore 678149. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
JY03688,studio_locations_hours,medium_sg,Alexandra outlet operating hours pls ah,"Sure, happy to help. Alexandra studio is at 456 Alexandra Rd, #02-03, Singapore 119962. Operating hours are Mon - Fri: 7.30am – 9.00pm; Sat - Sun: 9.30am - 5.00pm.",{}
